participant_id,group,trial_number,task_type,phase,is_correct,audio_duration_s,speech_total_s,silence_total_s,speech_ratio_audio,lexical_total_s,nonlex_total_s,lexical_ratio_audio,nonlex_ratio_audio
sub_93d81c85849e,1,4,hybrid,post_correct,1,158.26,103.84600000000002,54.41400000000001,0.6561733855680527,103.84600000000002,0.0,0.6561733855680527,0.0
sub_93d81c85849e,1,5,hybrid,post_correct,1,38.92,27.053999999999995,11.866000000000001,0.6951181911613564,27.053999999999995,0.0,0.6951181911613564,0.0
sub_a3e279103ed5,1,1,operator,first_correct,1,153.04,46.108,106.932,0.3012807109252483,40.61599999999999,5.491999999999999,0.2653946680606377,0.03588604286461056
sub_a3e279103ed5,1,2,operator,post_correct,1,112.12,38.888,73.232,0.3468426685693899,38.412,0.476,0.34259721726721365,0.00424545130217624
sub_a3e279103ed5,1,3,operator,post_correct,1,37.3,18.339999999999996,18.959999999999997,0.4916890080428954,17.96,0.38,0.48150134048257376,0.010187667560321717
sub_a3e279103ed5,1,4,operator,post_correct,1,19.66,9.964,9.696,0.5068158697863683,9.964,0.0,0.5068158697863683,0.0
sub_a3e279103ed5,1,5,operator,post_correct,1,19.18,11.072000000000003,8.108,0.5772679874869657,11.072000000000003,0.0,0.5772679874869657,0.0
sub_0e1dca66af8d,1,1,tautological,unlabeled,0,239.14,114.74200000000006,124.39800000000004,0.47981098937860694,114.74200000000006,0.0,0.47981098937860694,0.0
sub_0e1dca66af8d,1,2,tautological,unlabeled,0,239.68,96.55600000000005,143.12399999999997,0.40285380507343144,94.84000000000005,1.7160000000000002,0.3956942590120162,0.007159546061415221
sub_0e1dca66af8d,1,3,tautological,unlabeled,0,239.68,84.88600000000004,154.79400000000007,0.35416388518024045,84.88600000000004,0.0,0.35416388518024045,0.0
sub_0e1dca66af8d,1,4,tautological,unlabeled,0,239.68,111.69199999999996,127.98800000000006,0.4660046728971961,111.69199999999996,0.0,0.4660046728971961,0.0
sub_0e1dca66af8d,1,5,tautological,unlabeled,0,239.62,125.04599999999998,114.57400000000004,0.5218512645021283,125.04599999999998,0.0,0.5218512645021283,0.0
sub_2d300a4fe26a,1,1,tautological,unlabeled,0,239.8,98.51999999999997,141.28000000000003,0.41084236864053364,98.01199999999996,0.508,0.40872393661384465,0.0021184320266889075
sub_2d300a4fe26a,1,2,tautological,unlabeled,0,239.8,81.95599999999999,157.84399999999997,0.34176814011676393,81.064,0.892,0.33804837364470386,0.00371976647206005
sub_2d300a4fe26a,1,3,tautological,unlabeled,0,239.8,79.95600000000002,159.80999999999997,0.33342785654712265,79.95600000000002,0.0,0.33342785654712265,0.0
sub_2d300a4fe26a,1,4,tautological,unlabeled,0,239.8,98.24200000000003,141.558,0.40968306922435377,97.19000000000001,1.052,0.4052960800667223,0.004386989157631359
sub_2d300a4fe26a,1,5,tautological,unlabeled,0,239.8,102.744,137.05599999999998,0.42845704753961633,101.69599999999998,1.048,0.4240867389491242,0.004370308590492077
sub_f0ad42f4c80f,1,1,value-loose-chunk,pre_incorrect,0,239.68,132.87000000000003,106.81000000000003,0.5543641522029373,131.88200000000003,0.988,0.5502419893190923,0.004122162883845127
